,Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
14635,4/6/2020,South Africa,1686,12,95,1579,31,1,0
14636,4/6/2020,South Sudan,1,0,0,1,0,0,0
14637,4/6/2020,Spain,136675,13341,40437,82897,5029,700,2357
14638,4/6/2020,Sri Lanka,178,5,38,135,2,0,5
14639,4/6/2020,Sudan,12,2,2,8,0,0,0
14640,4/6/2020,Summer Olympics 2020,0,0,0,0,0,0,0
14641,4/6/2020,Suriname,10,1,0,9,0,0,0
14642,4/6/2020,Sweden,7561,477,0,7084,389,76,0
14643,4/6/2020,Switzerland,21657,765,8056,12836,557,50,1641
14644,4/6/2020,Syria,19,2,0,17,0,0,0
14645,4/6/2020,Taiwan*,373,5,57,311,10,0,7
14646,4/6/2020,Tajikistan,0,0,0,0,0,0,0
14647,4/6/2020,Tanzania,24,1,3,20,2,0,0
14648,4/6/2020,Thailand,2220,26,793,1401,51,3,119
14649,4/6/2020,Timor-Leste,1,0,0,1,0,0,0
14650,4/6/2020,Togo,58,3,23,32,14,0,3
14651,4/6/2020,Trinidad and Tobago,105,8,1,96,1,1,0
14652,4/6/2020,Tunisia,596,22,5,569,22,0,0
14653,4/6/2020,Turkey,30217,649,1326,28242,3148,75,284
14654,4/6/2020,US,382787,14536,19581,348670,31390,1737,2133
14655,4/6/2020,Uganda,52,0,0,52,0,0,0
14656,4/6/2020,Ukraine,1319,38,28,1253,11,1,0
14657,4/6/2020,United Arab Emirates,2076,11,167,1898,277,1,23
14658,4/6/2020,United Kingdom,66738,6452,287,59999,5316,570,58
14659,4/6/2020,Uruguay,415,6,123,286,9,0,19
14660,4/6/2020,Uzbekistan,457,2,30,425,115,0,0
14661,4/6/2020,Vanuatu,0,0,0,0,0,0,0
14662,4/6/2020,Venezuela,165,7,65,93,6,0,13
14663,4/6/2020,Vietnam,245,0,95,150,4,0,5
14664,4/6/2020,West Bank and Gaza,254,1,24,229,17,0,-1
14665,4/6/2020,Yemen,0,0,0,0,0,0,0
14666,4/6/2020,Zambia,39,1,5,33,0,0,2
14667,4/6/2020,Zimbabwe,10,1,0,9,1,0,0
14668,4/7/2020,Afghanistan,424,16,18,390,56,1,0
14669,4/7/2020,Albania,383,22,131,230,6,1,15
14670,4/7/2020,Algeria,1468,193,113,1162,45,20,23
14671,4/7/2020,Andorra,545,22,39,484,20,1,8
14672,4/7/2020,Angola,17,2,2,13,1,0,0
14673,4/7/2020,Antigua and Barbuda,19,1,0,18,4,1,0
14674,4/7/2020,Argentina,1628,56,338,1234,74,8,13
14675,4/7/2020,Armenia,853,8,87,758,20,0,25
14676,4/7/2020,Australia,5895,45,1080,4770,98,5,0
14677,4/7/2020,Austria,12639,243,4046,8350,342,23,583
14678,4/7/2020,Azerbaijan,717,8,44,665,76,1,0
14679,4/7/2020,Bahamas,33,6,5,22,4,1,1
14680,4/7/2020,Bahrain,811,5,458,348,55,1,0
14681,4/7/2020,Bangladesh,164,17,33,114,41,5,0
14682,4/7/2020,Barbados,63,3,6,54,3,1,0
14683,4/7/2020,Belarus,861,13,54,794,161,0,1
14684,4/7/2020,Belgium,22194,2035,4157,16002,1380,403,171
14685,4/7/2020,Belize,7,1,0,6,0,0,0
14686,4/7/2020,Benin,26,1,5,20,0,0,0
14687,4/7/2020,Bhutan,5,0,2,3,0,0,0
14688,4/7/2020,Bolivia,194,14,2,178,11,3,0
14689,4/7/2020,Bosnia and Herzegovina,764,33,68,663,90,4,21
14690,4/7/2020,Botswana,6,1,0,5,0,0,0
14691,4/7/2020,Brazil,14034,686,127,13221,1873,122,0
14692,4/7/2020,Brunei,135,1,85,49,0,0,3
14693,4/7/2020,Bulgaria,577,23,42,512,28,1,3
14694,4/7/2020,Burkina Faso,384,19,127,238,20,1,19
14695,4/7/2020,Burma,22,1,0,21,0,0,0
14696,4/7/2020,Burundi,3,0,0,3,0,0,0
14697,4/7/2020,Cabo Verde,7,1,1,5,0,0,0
14698,4/7/2020,Cambodia,115,0,58,57,1,0,5
14699,4/7/2020,Cameroon,658,9,43,606,0,0,26
14700,4/7/2020,Canada,18845,580,0,18265,1337,61,0
14701,4/7/2020,Central African Republic,8,0,0,8,0,0,0
14702,4/7/2020,Chad,10,0,2,8,1,0,2
14703,4/7/2020,Chile,5310,43,898,4369,301,6,170
14704,4/7/2020,China,82718,3335,75846,3537,53,0,98
14705,4/7/2020,Colombia,1780,50,100,1630,201,4,12
14706,4/7/2020,Comoros,0,0,0,0,0,0,0
14707,4/7/2020,Congo (Brazzaville),45,5,2,38,0,0,0
14708,4/7/2020,Congo (Kinshasa),180,18,9,153,19,0,4
14709,4/7/2020,Costa Rica,483,2,24,457,16,0,6
14710,4/7/2020,Cote d'Ivoire,349,3,41,305,26,0,0
14711,4/7/2020,Croatia,1282,18,167,1097,60,2,37
14712,4/7/2020,Cuba,396,11,27,358,46,2,9
14713,4/7/2020,Cyprus,494,9,47,438,29,0,2
14714,4/7/2020,Czechia,5017,88,172,4757,195,10,51
14715,4/7/2020,Denmark,5266,203,1621,3442,391,16,132
14716,4/7/2020,Djibouti,90,0,9,81,0,0,0
14717,4/7/2020,Dominica,15,0,1,14,0,0,0
14718,4/7/2020,Dominican Republic,1956,98,36,1822,128,12,3
14719,4/7/2020,Ecuador,3747,191,100,3456,0,0,0
14720,4/7/2020,Egypt,1450,94,276,1080,128,9,17
14721,4/7/2020,El Salvador,78,4,5,69,9,0,0
14722,4/7/2020,Equatorial Guinea,16,0,3,13,0,0,0
14723,4/7/2020,Eritrea,31,0,0,31,0,0,0
14724,4/7/2020,Estonia,1149,21,69,1059,41,2,7
14725,4/7/2020,Eswatini,10,0,4,6,0,0,0
14726,4/7/2020,Ethiopia,52,2,4,46,8,0,0
14727,4/7/2020,Fiji,15,0,0,15,1,0,0
14728,4/7/2020,Finland,2308,34,300,1974,132,7,0
14729,4/7/2020,France,47396,10330,19523,17543,0,1416,2095
14730,4/7/2020,Gabon,30,1,1,28,6,0,0
14731,4/7/2020,Gambia,4,1,2,1,0,0,0
14732,4/7/2020,Georgia,196,3,46,147,8,1,7
14733,4/7/2020,Germany,107663,2016,36081,69566,4289,206,7381
14734,4/7/2020,Ghana,287,5,31,251,73,0,0
14735,4/7/2020,Greece,1832,81,269,1482,77,2,0
14736,4/7/2020,Grenada,12,0,0,12,0,0,0
14737,4/7/2020,Guatemala,77,3,17,57,7,0,2
14738,4/7/2020,Guinea,144,0,5,139,16,0,0
14739,4/7/2020,Guinea-Bissau,33,0,0,33,15,0,0
14740,4/7/2020,Guyana,33,5,8,20,2,1,0
14741,4/7/2020,Haiti,24,1,0,23,3,1,0
14742,4/7/2020,Holy See,7,0,0,7,0,0,0
14743,4/7/2020,Honduras,305,22,6,277,7,0,0
14744,4/7/2020,Hungary,817,47,71,699,73,9,4
14745,4/7/2020,Iceland,1586,6,559,1021,24,0,99
14746,4/7/2020,India,5311,150,421,4740,533,14,46
14747,4/7/2020,Indonesia,2738,221,204,2313,247,12,12
14748,4/7/2020,Iran,62589,3872,27039,31678,2089,133,2803
14749,4/7/2020,Iraq,1122,65,373,684,91,1,29
14750,4/7/2020,Ireland,5709,210,25,5474,345,36,0
14751,4/7/2020,Israel,9568,72,1059,8437,377,8,120
14752,4/7/2020,Italy,135586,17127,24392,94067,3039,604,1555
14753,4/7/2020,Jamaica,63,3,8,52,5,0,0
14754,4/7/2020,Japan,4485,98,592,3795,375,2,17
14755,4/7/2020,Jordan,353,6,138,209,4,0,12
14756,4/7/2020,Kazakhstan,697,6,51,640,35,0,5
14757,4/7/2020,Kenya,172,6,7,159,14,0,3
14758,4/7/2020,Kiribati,0,0,0,0,0,0,0
14759,4/7/2020,"Korea, South",10331,192,6694,3445,47,6,96
14760,4/7/2020,Kosovo,165,3,24,138,20,2,1
14761,4/7/2020,Kuwait,743,1,105,637,78,0,2
14762,4/7/2020,Kyrgyzstan,228,4,33,191,12,0,0
14763,4/7/2020,Laos,14,0,0,14,2,0,0
14764,4/7/2020,Latvia,548,2,16,530,6,1,0
14765,4/7/2020,Lebanon,548,19,62,467,7,0,2
14766,4/7/2020,Lesotho,0,0,0,0,0,0,0
14767,4/7/2020,Liberia,14,3,3,8,0,0,0
14768,4/7/2020,Libya,20,1,1,18,1,0,0
14769,4/7/2020,Liechtenstein,78,1,61,16,1,0,3
14770,4/7/2020,Lithuania,783,11,0,772,33,1,0
14771,4/7/2020,Luxembourg,2970,44,500,2426,127,3,0
14772,4/7/2020,Madagascar,88,0,7,81,6,0,5
14773,4/7/2020,Malawi,8,1,0,7,3,1,0
14774,4/7/2020,Malaysia,3963,63,1321,2579,170,1,80
14775,4/7/2020,Maldives,19,0,13,6,0,0,0
14776,4/7/2020,Mali,56,5,12,39,9,0,3
14777,4/7/2020,Malta,293,0,5,288,52,0,0
14778,4/7/2020,Marshall Islands,0,0,0,0,0,0,0
14779,4/7/2020,Mauritania,6,1,2,3,0,0,0
14780,4/7/2020,Mauritius,268,7,8,253,24,0,1
14781,4/7/2020,Mexico,2785,141,633,2011,346,16,0
14782,4/7/2020,Micronesia,0,0,0,0,0,0,0
14783,4/7/2020,Moldova,1056,22,40,994,91,3,3
14784,4/7/2020,Monaco,79,1,4,74,2,0,0
14785,4/7/2020,Mongolia,15,0,4,11,0,0,2
14786,4/7/2020,Montenegro,241,2,4,235,8,0,3
14787,4/7/2020,Morocco,1184,90,93,1001,64,10,12
14788,4/7/2020,Mozambique,10,0,0,10,0,0,0
14789,4/7/2020,Namibia,16,0,3,13,0,0,0
14790,4/7/2020,Nepal,9,0,1,8,0,0,0
14791,4/7/2020,Netherlands,19709,2108,22,17579,783,234,14
14792,4/7/2020,New Zealand,1160,1,241,918,54,0,65
14793,4/7/2020,Nicaragua,6,1,0,5,0,0,0
14794,4/7/2020,Niger,278,11,26,241,25,1,0
14795,4/7/2020,Nigeria,254,6,44,204,16,1,9
14796,4/7/2020,North Macedonia,599,26,30,543,29,3,0
14797,4/7/2020,Norway,6086,89,32,5965,221,13,0
14798,4/7/2020,Oman,371,2,67,302,40,0,6
14799,4/7/2020,Pakistan,4263,61,467,3735,228,4,38
14800,4/7/2020,Palau,0,0,0,0,0,0,0
14801,4/7/2020,Panama,2100,55,14,2031,112,1,1
14802,4/7/2020,Papua New Guinea,2,0,0,2,0,0,0
14803,4/7/2020,Paraguay,115,5,15,95,2,0,3
14804,4/7/2020,Peru,2954,423,1301,1230,393,63,304
14805,4/7/2020,Philippines,3764,177,84,3503,104,14,11
14806,4/7/2020,Poland,4848,129,191,4528,435,22,29
14807,4/7/2020,Portugal,12442,345,184,11913,712,34,44
14808,4/7/2020,Qatar,2057,6,150,1901,225,2,19
14809,4/7/2020,Romania,4417,197,460,3760,360,21,54
14810,4/7/2020,Russia,7497,58,494,6945,1154,11,88
14811,4/7/2020,Rwanda,105,0,7,98,0,0,3
14812,4/7/2020,Saint Kitts and Nevis,11,0,0,11,1,0,0
14813,4/7/2020,Saint Lucia,14,0,1,13,0,0,0
14814,4/7/2020,Saint Vincent and the Grenadines,8,0,1,7,1,0,0
14815,4/7/2020,Samoa,0,0,0,0,0,0,0
14816,4/7/2020,San Marino,279,34,40,205,13,2,5
14817,4/7/2020,Sao Tome and Principe,4,0,0,4,0,0,0
14818,4/7/2020,Saudi Arabia,2795,41,615,2139,190,3,64
14819,4/7/2020,Senegal,237,2,105,130,11,0,13
14820,4/7/2020,Serbia,2447,61,0,2386,247,3,0
14821,4/7/2020,Seychelles,11,0,0,11,0,0,0
14822,4/7/2020,Sierra Leone,6,0,0,6,0,0,0
14823,4/7/2020,Singapore,1481,6,377,1098,106,0,33
14824,4/7/2020,Slovakia,581,2,13,566,47,0,5
14825,4/7/2020,Slovenia,1059,36,102,921,38,6,0
14826,4/7/2020,Solomon Islands,0,0,0,0,0,0,0
14827,4/7/2020,Somalia,8,0,1,7,1,0,0
14828,4/7/2020,South Africa,1749,13,95,1641,63,1,0
14829,4/7/2020,South Sudan,2,0,0,2,1,0,0
14830,4/7/2020,Spain,141942,14045,43208,84689,5267,704,2771
14831,4/7/2020,Sri Lanka,185,6,42,137,7,1,4
14832,4/7/2020,Sudan,14,2,2,10,2,0,0
14833,4/7/2020,Summer Olympics 2020,0,0,0,0,0,0,0
14834,4/7/2020,Suriname,10,1,0,9,0,0,0
14835,4/7/2020,Sweden,8299,591,0,7708,738,114,0
14836,4/7/2020,Switzerland,22253,821,8704,12728,596,56,648
14837,4/7/2020,Syria,19,2,0,17,0,0,0
14838,4/7/2020,Taiwan*,376,5,57,314,3,0,0
14839,4/7/2020,Tajikistan,0,0,0,0,0,0,0
14840,4/7/2020,Tanzania,24,1,5,18,0,0,2
14841,4/7/2020,Thailand,2258,27,824,1407,38,1,31
14842,4/7/2020,Timor-Leste,1,0,0,1,0,0,0
14843,4/7/2020,Togo,65,3,23,39,7,0,0
14844,4/7/2020,Trinidad and Tobago,107,8,1,98,2,0,0
14845,4/7/2020,Tunisia,623,23,25,575,27,1,20
14846,4/7/2020,Turkey,34109,725,1582,31802,3892,76,256
14847,4/7/2020,US,413566,17106,21763,374697,30779,2570,2182
14848,4/7/2020,Uganda,52,0,0,52,0,0,0
14849,4/7/2020,Ukraine,1462,45,28,1389,143,7,0
14850,4/7/2020,United Arab Emirates,2359,12,186,2161,283,1,19
14851,4/7/2020,United Kingdom,72224,7557,325,64342,5486,1105,38
14852,4/7/2020,Uruguay,424,7,150,267,9,1,27
14853,4/7/2020,Uzbekistan,520,2,30,488,63,0,0
14854,4/7/2020,Vanuatu,0,0,0,0,0,0,0
14855,4/7/2020,Venezuela,165,7,65,93,0,0,0
14856,4/7/2020,Vietnam,249,0,123,126,4,0,28
14857,4/7/2020,West Bank and Gaza,261,1,42,218,7,0,18
14858,4/7/2020,Yemen,0,0,0,0,0,0,0
14859,4/7/2020,Zambia,39,1,7,31,0,0,2
14860,4/7/2020,Zimbabwe,11,2,0,9,1,1,0
14861,4/8/2020,Afghanistan,445,16,29,400,21,0,11
14862,4/8/2020,Albania,400,22,154,224,17,0,23
14863,4/8/2020,Algeria,1572,205,237,1130,104,12,124
14864,4/8/2020,Andorra,564,23,52,489,19,1,13
14865,4/8/2020,Angola,19,2,2,15,2,0,0
14866,4/8/2020,Antigua and Barbuda,19,2,0,17,0,1,0
14867,4/8/2020,Argentina,1715,63,358,1294,87,7,20
14868,4/8/2020,Armenia,881,9,114,758,28,1,27
14869,4/8/2020,Australia,6010,50,1080,4880,115,5,0
14870,4/8/2020,Austria,12942,273,4512,8157,303,30,466
14871,4/8/2020,Azerbaijan,822,8,63,751,105,0,19
14872,4/8/2020,Bahamas,40,7,5,28,7,1,0
14873,4/8/2020,Bahrain,823,5,477,341,12,0,19
14874,4/8/2020,Bangladesh,218,20,33,165,54,3,0
14875,4/8/2020,Barbados,63,3,8,52,0,0,2
14876,4/8/2020,Belarus,1066,13,77,976,205,0,23
14877,4/8/2020,Belgium,23403,2240,4681,16482,1209,205,524
14878,4/8/2020,Belize,8,1,0,7,1,0,0
14879,4/8/2020,Benin,26,1,5,20,0,0,0
14880,4/8/2020,Bhutan,5,0,2,3,0,0,0
14881,4/8/2020,Bolivia,210,15,2,193,16,1,0
14882,4/8/2020,Bosnia and Herzegovina,804,34,79,691,40,1,11
14883,4/8/2020,Botswana,6,1,0,5,0,0,0
14884,4/8/2020,Brazil,16170,819,127,15224,2136,133,0
14885,4/8/2020,Brunei,135,1,91,43,0,0,6
14886,4/8/2020,Bulgaria,593,24,42,527,16,1,0
14887,4/8/2020,Burkina Faso,414,23,134,257,30,4,7
14888,4/8/2020,Burma,22,3,0,19,0,2,0
14889,4/8/2020,Burundi,3,0,0,3,0,0,0
14890,4/8/2020,Cabo Verde,7,1,1,5,0,0,0
14891,4/8/2020,Cambodia,117,0,63,54,2,0,5
14892,4/8/2020,Cameroon,730,10,60,660,72,1,17
14893,4/8/2020,Canada,20109,647,0,19462,1264,67,0
14894,4/8/2020,Central African Republic,8,0,0,8,0,0,0
14895,4/8/2020,Chad,10,0,2,8,0,0,0
14896,4/8/2020,Chile,5740,48,1115,4577,430,5,217
14897,4/8/2020,China,82809,3337,76003,3469,91,2,157
14898,4/8/2020,Colombia,2054,54,123,1877,274,4,23
14899,4/8/2020,Comoros,0,0,0,0,0,0,0
14900,4/8/2020,Congo (Brazzaville),45,5,2,38,0,0,0
14901,4/8/2020,Congo (Kinshasa),180,18,9,153,0,0,0
14902,4/8/2020,Costa Rica,502,3,29,470,19,1,5
14903,4/8/2020,Cote d'Ivoire,384,3,48,333,35,0,7
14904,4/8/2020,Croatia,1343,19,179,1145,61,1,12
14905,4/8/2020,Cuba,457,12,27,418,61,1,0
14906,4/8/2020,Cyprus,526,9,52,465,32,0,5
14907,4/8/2020,Czechia,5312,99,233,4980,295,11,61
14908,4/8/2020,Denmark,5597,218,1763,3616,331,15,142
14909,4/8/2020,Djibouti,135,0,25,110,45,0,16
14910,4/8/2020,Dominica,15,0,1,14,0,0,0
14911,4/8/2020,Dominican Republic,2111,108,50,1953,155,10,14
14912,4/8/2020,Ecuador,4450,242,140,4068,703,51,40
14913,4/8/2020,Egypt,1560,103,305,1152,110,9,29
14914,4/8/2020,El Salvador,93,5,9,79,15,1,4
14915,4/8/2020,Equatorial Guinea,18,0,3,15,2,0,0
14916,4/8/2020,Eritrea,33,0,0,33,2,0,0
14917,4/8/2020,Estonia,1185,24,72,1089,36,3,3
14918,4/8/2020,Eswatini,12,0,7,5,2,0,3
14919,4/8/2020,Ethiopia,55,2,4,49,3,0,0
14920,4/8/2020,Fiji,15,0,0,15,0,0,0
14921,4/8/2020,Finland,2487,40,300,2147,179,6,0
14922,4/8/2020,France,51251,10874,21452,18925,3855,544,1929
14923,4/8/2020,Gabon,34,1,1,32,4,0,0
14924,4/8/2020,Gambia,4,1,2,1,0,0,0
14925,4/8/2020,Georgia,211,3,50,158,15,0,4
14926,4/8/2020,Germany,113296,2349,46300,64647,5633,333,10219
14927,4/8/2020,Ghana,313,6,34,273,26,1,3
14928,4/8/2020,Greece,1884,83,269,1532,52,2,0
14929,4/8/2020,Grenada,12,0,0,12,0,0,0
14930,4/8/2020,Guatemala,87,3,17,67,10,0,0
14931,4/8/2020,Guinea,164,0,5,159,20,0,0
14932,4/8/2020,Guinea-Bissau,33,0,0,33,0,0,0
14933,4/8/2020,Guyana,37,6,8,23,4,1,0
14934,4/8/2020,Haiti,25,1,0,24,1,0,0
14935,4/8/2020,Holy See,8,0,2,6,1,0,2
14936,4/8/2020,Honduras,312,22,6,284,7,0,0
14937,4/8/2020,Hungary,895,58,94,743,78,11,23
14938,4/8/2020,Iceland,1616,6,633,977,30,0,74
14939,4/8/2020,India,5916,178,506,5232,605,28,85
14940,4/8/2020,Indonesia,2956,240,222,2494,218,19,18
14941,4/8/2020,Iran,64586,3993,29812,30781,1997,121,2773
14942,4/8/2020,Iraq,1202,69,452,681,80,4,79
14943,4/8/2020,Ireland,6074,235,25,5814,365,25,0
14944,4/8/2020,Israel,9906,80,1191,8635,338,8,132
14945,4/8/2020,Italy,139422,17669,26491,95262,3836,542,2099
14946,4/8/2020,Jamaica,63,4,10,49,0,1,2
14947,4/8/2020,Japan,5020,105,622,4293,535,7,30
14948,4/8/2020,Jordan,358,6,150,202,5,0,12
14949,4/8/2020,Kazakhstan,727,7,54,666,30,1,3
14950,4/8/2020,Kenya,179,6,9,164,7,0,2
14951,4/8/2020,Kiribati,0,0,0,0,0,0,0
14952,4/8/2020,"Korea, South",10384,200,6776,3408,53,8,82
14953,4/8/2020,Kosovo,184,5,30,149,19,2,6
14954,4/8/2020,Kuwait,855,1,111,743,112,0,6
14955,4/8/2020,Kyrgyzstan,270,4,33,233,42,0,0
14956,4/8/2020,Laos,15,0,0,15,1,0,0
14957,4/8/2020,Latvia,577,2,16,559,29,0,0
14958,4/8/2020,Lebanon,576,19,62,495,28,0,0
14959,4/8/2020,Lesotho,0,0,0,0,0,0,0
14960,4/8/2020,Liberia,31,4,3,24,17,1,0
14961,4/8/2020,Libya,21,1,8,12,1,0,7
14962,4/8/2020,Liechtenstein,78,1,61,16,0,0,0
14963,4/8/2020,Lithuania,821,11,1,809,38,0,1
14964,4/8/2020,Luxembourg,3034,46,500,2488,64,2,0
14965,4/8/2020,Madagascar,93,0,11,82,5,0,4
14966,4/8/2020,Malawi,8,1,0,7,0,0,0
14967,4/8/2020,Malaysia,4119,65,1487,2567,156,2,166
14968,4/8/2020,Maldives,19,0,13,6,0,0,0
14969,4/8/2020,Mali,59,7,16,36,3,2,4
14970,4/8/2020,Malta,299,1,16,282,6,1,11
14971,4/8/2020,Marshall Islands,0,0,0,0,0,0,0
14972,4/8/2020,Mauritania,6,1,2,3,0,0,0
14973,4/8/2020,Mauritius,273,7,19,247,5,0,11
14974,4/8/2020,Mexico,3181,174,633,2374,396,33,0
14975,4/8/2020,Micronesia,0,0,0,0,0,0,0
14976,4/8/2020,Moldova,1174,27,40,1107,118,5,0
14977,4/8/2020,Monaco,81,1,4,76,2,0,0
14978,4/8/2020,Mongolia,16,0,4,12,1,0,0
14979,4/8/2020,Montenegro,248,2,4,242,7,0,0
14980,4/8/2020,Morocco,1275,93,97,1085,91,3,4
14981,4/8/2020,Mozambique,17,0,0,17,7,0,0
14982,4/8/2020,Namibia,16,0,3,13,0,0,0
14983,4/8/2020,Nepal,9,0,1,8,0,0,0
14984,4/8/2020,Netherlands,20682,2255,22,18405,973,147,0
14985,4/8/2020,New Zealand,1210,1,282,927,50,0,41
14986,4/8/2020,Nicaragua,6,1,0,5,0,0,0
14987,4/8/2020,Niger,342,11,28,303,64,0,2
14988,4/8/2020,Nigeria,276,6,44,226,22,0,0
14989,4/8/2020,North Macedonia,617,29,35,553,18,3,5
14990,4/8/2020,Norway,6086,101,32,5953,0,12,0
14991,4/8/2020,Oman,419,2,72,345,48,0,5
14992,4/8/2020,Pakistan,4489,65,572,3852,226,4,105
14993,4/8/2020,Palau,0,0,0,0,0,0,0
14994,4/8/2020,Panama,2249,59,16,2174,149,4,2
14995,4/8/2020,Papua New Guinea,2,0,0,2,0,0,0
14996,4/8/2020,Paraguay,119,5,15,99,4,0,0
14997,4/8/2020,Peru,4342,471,1333,2538,1388,48,32
14998,4/8/2020,Philippines,3870,182,96,3592,106,5,12
14999,4/8/2020,Poland,5205,159,222,4824,357,30,31
15000,4/8/2020,Portugal,13141,380,196,12565,699,35,12
15001,4/8/2020,Qatar,2210,6,178,2026,153,0,28
15002,4/8/2020,Romania,4761,220,528,4013,344,23,68
15003,4/8/2020,Russia,8672,63,580,8029,1175,5,86
15004,4/8/2020,Rwanda,110,0,7,103,5,0,0
15005,4/8/2020,Saint Kitts and Nevis,11,0,0,11,0,0,0
15006,4/8/2020,Saint Lucia,14,0,1,13,0,0,0
15007,4/8/2020,Saint Vincent and the Grenadines,8,0,1,7,0,0,0
15008,4/8/2020,Samoa,0,0,0,0,0,0,0
15009,4/8/2020,San Marino,279,34,40,205,0,0,0
15010,4/8/2020,Sao Tome and Principe,4,0,0,4,0,0,0
15011,4/8/2020,Saudi Arabia,2932,41,631,2260,137,0,16
15012,4/8/2020,Senegal,244,2,113,129,7,0,8
15013,4/8/2020,Serbia,2666,65,0,2601,219,4,0
15014,4/8/2020,Seychelles,11,0,0,11,0,0,0
15015,4/8/2020,Sierra Leone,7,0,0,7,1,0,0
15016,4/8/2020,Singapore,1623,6,406,1211,142,0,29
15017,4/8/2020,Slovakia,682,2,16,664,101,0,3
15018,4/8/2020,Slovenia,1091,40,120,931,32,4,18
15019,4/8/2020,Solomon Islands,0,0,0,0,0,0,0
15020,4/8/2020,Somalia,12,1,1,10,4,1,0
15021,4/8/2020,South Africa,1845,18,95,1732,96,5,0
15022,4/8/2020,South Sudan,2,0,0,2,0,0,0
15023,4/8/2020,Spain,148220,14792,48021,85407,6278,747,4813
15024,4/8/2020,Sri Lanka,189,7,44,138,4,1,2
15025,4/8/2020,Sudan,14,2,2,10,0,0,0
15026,4/8/2020,Summer Olympics 2020,0,0,0,0,0,0,0
15027,4/8/2020,Suriname,10,1,3,6,0,0,3
15028,4/8/2020,Sweden,8954,687,0,8267,655,96,0
15029,4/8/2020,Switzerland,23280,895,9800,12585,1027,74,1096
15030,4/8/2020,Syria,19,2,0,17,0,0,0
15031,4/8/2020,Taiwan*,379,5,61,313,3,0,4
15032,4/8/2020,Tajikistan,0,0,0,0,0,0,0
15033,4/8/2020,Tanzania,25,1,5,19,1,0,0
15034,4/8/2020,Thailand,2369,30,888,1451,111,3,64
15035,4/8/2020,Timor-Leste,1,0,0,1,0,0,0
15036,4/8/2020,Togo,70,3,23,44,5,0,0
15037,4/8/2020,Trinidad and Tobago,107,8,1,98,0,0,0
15038,4/8/2020,Tunisia,628,24,25,579,5,1,0
15039,4/8/2020,Turkey,38226,812,1846,35568,4117,87,264
15040,4/8/2020,US,444801,19259,23559,401983,31235,2153,1796
15041,4/8/2020,Uganda,53,0,0,53,1,0,0
15042,4/8/2020,Ukraine,1668,52,35,1581,206,7,7
15043,4/8/2020,United Arab Emirates,2659,12,239,2408,300,0,53
15044,4/8/2020,United Kingdom,77387,8589,345,68453,5163,1032,20
15045,4/8/2020,Uruguay,456,7,192,257,32,0,42
15046,4/8/2020,Uzbekistan,545,3,30,512,25,1,0
15047,4/8/2020,Vanuatu,0,0,0,0,0,0,0
15048,4/8/2020,Venezuela,167,9,65,93,2,2,0
15049,4/8/2020,Vietnam,251,0,126,125,2,0,3
15050,4/8/2020,West Bank and Gaza,263,1,44,218,2,0,2
15051,4/8/2020,Yemen,0,0,0,0,0,0,0
15052,4/8/2020,Zambia,39,1,7,31,0,0,0
15053,4/8/2020,Zimbabwe,11,3,0,8,0,1,0
15054,4/9/2020,Afghanistan,485,17,32,436,40,1,3
15055,4/9/2020,Albania,409,23,165,221,9,1,11
15056,4/9/2020,Algeria,1666,235,347,1084,94,30,110
15057,4/9/2020,Andorra,583,25,58,500,19,2,6
15058,4/9/2020,Angola,19,2,2,15,0,0,0
15059,4/9/2020,Antigua and Barbuda,19,2,0,17,0,0,0
15060,4/9/2020,Argentina,1795,72,365,1358,80,9,7
15061,4/9/2020,Armenia,921,10,138,773,40,1,24
15062,4/9/2020,Australia,6108,51,1472,4585,98,1,392
15063,4/9/2020,Austria,13244,295,5240,7709,302,22,728
15064,4/9/2020,Azerbaijan,926,9,101,816,104,1,38
15065,4/9/2020,Bahamas,41,8,5,28,1,1,0
15066,4/9/2020,Bahrain,887,5,519,363,64,0,42
15067,4/9/2020,Bangladesh,330,21,33,276,112,1,0
15068,4/9/2020,Barbados,66,3,11,52,3,0,3
15069,4/9/2020,Belarus,1486,16,139,1331,420,3,62
15070,4/9/2020,Belgium,24983,2523,5164,17296,1580,283,483
15071,4/9/2020,Belize,9,1,0,8,1,0,0
15072,4/9/2020,Benin,26,1,5,20,0,0,0
15073,4/9/2020,Bhutan,5,0,2,3,0,0,0
15074,4/9/2020,Bolivia,264,18,2,244,54,3,0
15075,4/9/2020,Bosnia and Herzegovina,858,35,101,722,54,1,22
15076,4/9/2020,Botswana,13,1,0,12,7,0,0
15077,4/9/2020,Brazil,18092,950,173,16969,1922,131,46
15078,4/9/2020,Brunei,135,1,92,42,0,0,1
15079,4/9/2020,Bulgaria,618,24,48,546,25,0,6
15080,4/9/2020,Burkina Faso,443,24,146,273,29,1,12
15081,4/9/2020,Burma,23,3,2,18,1,0,2
15082,4/9/2020,Burundi,3,0,0,3,0,0,0
15083,4/9/2020,Cabo Verde,7,1,1,5,0,0,0
15084,4/9/2020,Cambodia,119,0,62,57,2,0,-1
15085,4/9/2020,Cameroon,730,10,60,660,0,0,0
15086,4/9/2020,Canada,21489,770,0,20719,1380,123,0
15087,4/9/2020,Central African Republic,8,0,0,8,0,0,0
