,Date,Country/Region,Confirmed,Deaths,Recovered,Active,New cases,New deaths,New recovered
16744,4/17/2020,Saint Vincent and the Grenadines,12,0,1,11,0,0,0
16745,4/17/2020,Samoa,0,0,0,0,0,0,0
16746,4/17/2020,San Marino,435,39,57,339,9,1,2
16747,4/17/2020,Sao Tome and Principe,4,0,0,4,0,0,0
16748,4/17/2020,Saudi Arabia,7142,87,1049,6006,762,4,59
16749,4/17/2020,Senegal,342,2,198,142,7,0,4
16750,4/17/2020,Serbia,5690,110,534,5046,372,7,534
16751,4/17/2020,Seychelles,11,0,5,6,0,0,5
16752,4/17/2020,Sierra Leone,26,0,0,26,11,0,0
16753,4/17/2020,Singapore,5050,11,708,4331,623,1,25
16754,4/17/2020,Slovakia,1049,9,175,865,72,1,8
16755,4/17/2020,Slovenia,1304,66,174,1064,36,5,0
16756,4/17/2020,Solomon Islands,0,0,0,0,0,0,0
16757,4/17/2020,Somalia,116,6,2,108,36,1,0
16758,4/17/2020,South Africa,2783,50,903,1830,178,2,0
16759,4/17/2020,South Sudan,4,0,0,4,0,0,0
16760,4/17/2020,Spain,190839,20002,74797,96040,5891,687,0
16761,4/17/2020,Sri Lanka,244,7,77,160,6,0,9
16762,4/17/2020,Sudan,32,6,4,22,0,1,0
16763,4/17/2020,Summer Olympics 2020,0,0,0,0,0,0,0
16764,4/17/2020,Suriname,10,1,6,3,0,0,0
16765,4/17/2020,Sweden,13743,1400,0,12343,688,67,0
16766,4/17/2020,Switzerland,27078,1327,16400,9351,346,46,500
16767,4/17/2020,Syria,38,2,0,36,5,0,0
16768,4/17/2020,Taiwan*,395,6,166,223,0,0,11
16769,4/17/2020,Tajikistan,0,0,0,0,0,0,0
16770,4/17/2020,Tanzania,147,5,11,131,53,1,0
16771,4/17/2020,Thailand,2700,47,1689,964,28,1,96
16772,4/17/2020,Timor-Leste,18,0,0,18,0,0,0
16773,4/17/2020,Togo,83,5,48,30,2,0,3
16774,4/17/2020,Trinidad and Tobago,114,8,20,86,0,0,0
16775,4/17/2020,Tunisia,864,37,43,784,42,0,0
16776,4/17/2020,Turkey,78546,1769,8631,68146,4353,126,1542
16777,4/17/2020,US,715718,39029,58545,618144,33066,2113,3842
16778,4/17/2020,Uganda,56,0,20,36,1,0,0
16779,4/17/2020,Ukraine,4662,125,246,4291,501,9,60
16780,4/17/2020,United Arab Emirates,6302,37,1188,5077,477,2,93
16781,4/17/2020,United Kingdom,117798,16973,394,100431,4990,914,19
16782,4/17/2020,Uruguay,508,9,294,205,6,0,8
16783,4/17/2020,Uzbekistan,1405,4,156,1245,56,0,27
16784,4/17/2020,Vanuatu,0,0,0,0,0,0,0
16785,4/17/2020,Venezuela,204,9,111,84,0,0,0
16786,4/17/2020,Vietnam,268,0,198,70,0,0,21
16787,4/17/2020,West Bank and Gaza,307,2,69,236,13,0,6
16788,4/17/2020,Yemen,1,0,0,1,0,0,0
16789,4/17/2020,Zambia,52,2,30,20,4,0,0
16790,4/17/2020,Zimbabwe,24,3,2,19,1,0,1
16791,4/18/2020,Afghanistan,934,30,112,792,27,0,13
16792,4/18/2020,Albania,548,26,302,220,9,0,19
16793,4/18/2020,Algeria,2534,367,894,1273,116,3,48
16794,4/18/2020,Andorra,704,35,205,464,8,0,14
16795,4/18/2020,Angola,24,2,6,16,5,0,1
16796,4/18/2020,Antigua and Barbuda,23,3,3,17,0,0,0
16797,4/18/2020,Argentina,2758,129,685,1944,89,6,19
16798,4/18/2020,Armenia,1248,20,523,705,47,1,121
16799,4/18/2020,Australia,6568,67,4124,2377,46,1,316
16800,4/18/2020,Austria,14671,443,10214,4014,76,12,510
16801,4/18/2020,Azerbaijan,1373,18,590,765,33,3,62
16802,4/18/2020,Bahamas,55,9,10,36,1,0,4
16803,4/18/2020,Bahrain,1773,7,755,1011,33,0,30
16804,4/18/2020,Bangladesh,2144,84,66,1994,306,9,8
16805,4/18/2020,Barbados,75,5,17,53,0,0,2
16806,4/18/2020,Belarus,5297,45,342,4910,518,3,0
16807,4/18/2020,Belgium,37183,5453,8348,23382,1045,290,387
16808,4/18/2020,Belize,18,2,0,16,0,0,0
16809,4/18/2020,Benin,35,1,18,16,0,0,0
16810,4/18/2020,Bhutan,5,0,2,3,0,0,0
16811,4/18/2020,Bolivia,493,31,31,431,28,0,5
16812,4/18/2020,Bosnia and Herzegovina,1268,47,338,883,54,1,18
16813,4/18/2020,Botswana,15,1,0,14,0,0,0
16814,4/18/2020,Brazil,36658,2354,14026,20278,2976,213,0
16815,4/18/2020,Brunei,137,1,113,23,1,0,1
16816,4/18/2020,Bulgaria,878,41,153,684,32,0,12
16817,4/18/2020,Burkina Faso,565,36,321,208,8,1,27
16818,4/18/2020,Burma,98,5,5,88,10,1,0
16819,4/18/2020,Burundi,5,1,0,4,0,0,0
16820,4/18/2020,Cabo Verde,58,1,1,56,2,0,0
16821,4/18/2020,Cambodia,122,0,103,19,0,0,5
16822,4/18/2020,Cameroon,1017,22,177,818,21,0,13
16823,4/18/2020,Canada,36345,1986,0,34359,1482,143,0
16824,4/18/2020,Central African Republic,12,0,4,8,0,0,0
16825,4/18/2020,Chad,33,0,8,25,6,0,3
16826,4/18/2020,Chile,10598,126,4035,6437,907,10,414
16827,4/18/2020,China,83787,4636,76044,3107,27,0,62
16828,4/18/2020,Colombia,3621,166,634,2821,182,13,0
16829,4/18/2020,Comoros,0,0,0,0,0,0,0
16830,4/18/2020,Congo (Brazzaville),143,6,11,126,0,0,0
16831,4/18/2020,Congo (Kinshasa),307,25,26,256,20,2,1
16832,4/18/2020,Costa Rica,655,4,97,554,6,0,9
16833,4/18/2020,Cote d'Ivoire,801,8,239,554,113,2,46
16834,4/18/2020,Croatia,1832,39,615,1178,18,3,15
16835,4/18/2020,Cuba,986,32,227,727,63,1,35
16836,4/18/2020,Cyprus,761,12,79,670,11,0,2
16837,4/18/2020,Czechia,6606,181,1227,5198,57,8,53
16838,4/18/2020,Denmark,7437,346,4031,3060,169,10,460
16839,4/18/2020,Djibouti,732,2,76,654,0,0,0
16840,4/18/2020,Dominica,16,0,8,8,0,0,0
16841,4/18/2020,Dominican Republic,4335,217,312,3806,209,17,44
16842,4/18/2020,Ecuador,9022,456,1008,7558,572,35,170
16843,4/18/2020,Egypt,3032,224,701,2107,188,19,55
16844,4/18/2020,El Salvador,190,7,43,140,13,0,5
16845,4/18/2020,Equatorial Guinea,79,0,4,75,0,0,0
16846,4/18/2020,Eritrea,39,0,3,36,4,0,3
16847,4/18/2020,Estonia,1512,38,162,1312,53,0,17
16848,4/18/2020,Eswatini,22,1,8,13,6,0,0
16849,4/18/2020,Ethiopia,105,3,16,86,9,0,1
16850,4/18/2020,Fiji,17,0,0,17,0,0,0
16851,4/18/2020,Finland,3681,90,1700,1891,192,8,0
16852,4/18/2020,France,150863,19305,35983,95575,3806,641,1563
16853,4/18/2020,Gabon,108,1,7,100,0,0,0
16854,4/18/2020,Gambia,9,1,2,6,0,0,0
16855,4/18/2020,Georgia,388,4,86,298,18,1,7
16856,4/18/2020,Germany,143342,4459,85400,53483,1945,107,2286
16857,4/18/2020,Ghana,834,9,99,726,193,1,16
16858,4/18/2020,Greece,2235,110,269,1856,11,2,0
16859,4/18/2020,Grenada,14,0,6,8,0,0,0
16860,4/18/2020,Guatemala,235,7,21,207,21,0,0
16861,4/18/2020,Guinea,518,3,65,450,41,0,6
16862,4/18/2020,Guinea-Bissau,46,0,0,46,3,0,0
16863,4/18/2020,Guyana,63,6,9,48,0,0,0
16864,4/18/2020,Haiti,43,3,0,40,2,0,0
16865,4/18/2020,Holy See,8,0,2,6,0,0,0
16866,4/18/2020,Honduras,457,46,10,401,15,5,0
16867,4/18/2020,Hungary,1834,172,231,1431,71,16,24
16868,4/18/2020,Iceland,1760,9,1291,460,6,0,67
16869,4/18/2020,India,15722,521,2463,12738,1370,35,422
16870,4/18/2020,Indonesia,6248,535,631,5082,325,15,24
16871,4/18/2020,Iran,80868,5031,55987,19850,1374,73,1923
16872,4/18/2020,Iraq,1513,82,953,478,31,1,47
16873,4/18/2020,Ireland,14758,571,77,14110,778,41,0
16874,4/18/2020,Israel,13537,166,3820,9551,291,11,270
16875,4/18/2020,Italy,175925,23227,44927,107771,3491,482,2200
16876,4/18/2020,Jamaica,163,5,25,133,20,0,0
16877,4/18/2020,Japan,10548,236,1069,9243,590,19,134
16878,4/18/2020,Jordan,413,7,269,137,6,0,4
16879,4/18/2020,Kazakhstan,1615,19,377,1219,69,2,30
16880,4/18/2020,Kenya,262,12,60,190,16,1,7
16881,4/18/2020,Kiribati,0,0,0,0,0,0,0
16882,4/18/2020,"Korea, South",10653,232,7937,2484,18,2,108
16883,4/18/2020,Kosovo,480,12,84,384,31,1,5
16884,4/18/2020,Kuwait,1751,6,280,1465,93,1,22
16885,4/18/2020,Kyrgyzstan,506,5,130,371,17,0,16
16886,4/18/2020,Laos,19,0,2,17,0,0,0
16887,4/18/2020,Latvia,712,5,88,619,30,0,0
16888,4/18/2020,Lebanon,672,21,99,552,4,0,13
16889,4/18/2020,Lesotho,0,0,0,0,0,0,0
16890,4/18/2020,Liberia,76,7,7,62,0,0,0
16891,4/18/2020,Libya,49,1,11,37,0,0,0
16892,4/18/2020,Liechtenstein,79,1,77,1,0,0,0
16893,4/18/2020,Lithuania,1091,22,66,1003,41,1,25
16894,4/18/2020,Luxembourg,3537,72,601,2864,57,0,22
16895,4/18/2020,Madagascar,120,0,35,85,3,0,2
16896,4/18/2020,Malawi,17,2,3,12,0,0,0
16897,4/18/2020,Malaysia,5305,88,3102,2115,54,2,135
16898,4/18/2020,Maldives,35,0,16,19,7,0,0
16899,4/18/2020,Mali,216,13,41,162,45,0,7
16900,4/18/2020,Malta,426,3,99,324,4,0,8
16901,4/18/2020,Marshall Islands,0,0,0,0,0,0,0
16902,4/18/2020,Mauritania,7,1,2,4,0,0,0
16903,4/18/2020,Mauritius,325,9,180,136,1,0,72
16904,4/18/2020,Mexico,7497,650,2125,4722,622,104,0
16905,4/18/2020,Micronesia,0,0,0,0,0,0,0
16906,4/18/2020,Moldova,2378,57,391,1930,114,1,115
16907,4/18/2020,Monaco,94,3,22,69,0,0,2
16908,4/18/2020,Mongolia,31,0,5,26,0,0,0
16909,4/18/2020,Montenegro,307,5,55,247,4,0,0
16910,4/18/2020,Morocco,2685,137,314,2234,121,2,33
16911,4/18/2020,Mozambique,35,0,0,35,1,0,0
16912,4/18/2020,Namibia,16,0,6,10,0,0,2
16913,4/18/2020,Nepal,31,0,2,29,1,0,0
16914,4/18/2020,Netherlands,31766,3613,67,28086,1147,142,2
16915,4/18/2020,New Zealand,1422,11,867,544,13,0,51
16916,4/18/2020,Nicaragua,9,2,6,1,0,1,2
16917,4/18/2020,Niger,639,19,113,507,12,1,3
16918,4/18/2020,Nigeria,542,19,166,357,49,2,7
16919,4/18/2020,North Macedonia,1170,49,164,957,53,0,25
16920,4/18/2020,Norway,7036,164,32,6840,99,3,0
16921,4/18/2020,Oman,1180,6,176,998,111,0,0
16922,4/18/2020,Pakistan,8348,168,1868,6312,710,25,36
16923,4/18/2020,Palau,0,0,0,0,0,0,0
16924,4/18/2020,Panama,4210,116,122,3972,194,7,24
16925,4/18/2020,Papua New Guinea,7,0,0,7,0,0,0
16926,4/18/2020,Paraguay,202,8,35,159,3,0,5
16927,4/18/2020,Peru,14420,1628,6684,6108,931,138,143
16928,4/18/2020,Philippines,6087,397,516,5174,209,10,29
16929,4/18/2020,Poland,8742,347,981,7414,363,15,115
16930,4/18/2020,Portugal,19685,687,610,18388,663,30,91
16931,4/18/2020,Qatar,5008,8,510,4490,345,1,46
16932,4/18/2020,Romania,8418,421,1730,6267,351,10,222
16933,4/18/2020,Russia,36793,313,3057,33423,4785,40,467
16934,4/18/2020,Rwanda,144,0,69,75,1,0,4
16935,4/18/2020,Saint Kitts and Nevis,14,0,0,14,0,0,0
16936,4/18/2020,Saint Lucia,15,0,11,4,0,0,0
16937,4/18/2020,Saint Vincent and the Grenadines,12,0,1,11,0,0,0
16938,4/18/2020,Samoa,0,0,0,0,0,0,0
16939,4/18/2020,San Marino,455,39,60,356,20,0,3
16940,4/18/2020,Sao Tome and Principe,4,0,0,4,0,0,0
16941,4/18/2020,Saudi Arabia,8274,92,1329,6853,1132,5,280
16942,4/18/2020,Senegal,350,3,211,136,8,1,13
16943,4/18/2020,Serbia,5994,117,637,5240,304,7,103
16944,4/18/2020,Seychelles,11,0,5,6,0,0,0
16945,4/18/2020,Sierra Leone,30,0,0,30,4,0,0
16946,4/18/2020,Singapore,5992,11,740,5241,942,0,32
16947,4/18/2020,Slovakia,1089,11,213,865,40,2,38
16948,4/18/2020,Slovenia,1317,70,190,1057,13,4,16
16949,4/18/2020,Solomon Islands,0,0,0,0,0,0,0
16950,4/18/2020,Somalia,135,7,2,126,19,1,0
16951,4/18/2020,South Africa,3034,52,903,2079,251,2,0
16952,4/18/2020,South Sudan,4,0,0,4,0,0,0
16953,4/18/2020,Spain,191726,20043,74797,96886,887,41,0
16954,4/18/2020,Sri Lanka,254,7,86,161,10,0,9
16955,4/18/2020,Sudan,66,10,6,50,34,4,2
16956,4/18/2020,Summer Olympics 2020,0,0,0,0,0,0,0
16957,4/18/2020,Suriname,10,1,6,3,0,0,0
16958,4/18/2020,Sweden,14275,1511,0,12764,532,111,0
16959,4/18/2020,Switzerland,27404,1368,17100,8936,326,41,700
16960,4/18/2020,Syria,38,2,0,36,0,0,0
16961,4/18/2020,Taiwan*,398,6,178,214,3,0,12
16962,4/18/2020,Tajikistan,0,0,0,0,0,0,0
16963,4/18/2020,Tanzania,147,5,11,131,0,0,0
16964,4/18/2020,Thailand,2733,47,1787,899,33,0,98
16965,4/18/2020,Timor-Leste,18,0,0,18,0,0,0
16966,4/18/2020,Togo,84,5,49,30,1,0,1
16967,4/18/2020,Trinidad and Tobago,114,8,21,85,0,0,1
16968,4/18/2020,Tunisia,864,37,43,784,0,0,0
16969,4/18/2020,Turkey,82329,1890,10453,69986,3783,121,1822
16970,4/18/2020,US,743625,40969,64840,637816,27907,1940,6295
16971,4/18/2020,Uganda,55,0,22,33,0,0,2
16972,4/18/2020,Ukraine,5106,133,275,4698,444,8,29
16973,4/18/2020,United Arab Emirates,6302,37,1188,5077,0,0,0
16974,4/18/2020,United Kingdom,122534,18081,414,104039,4736,1108,20
16975,4/18/2020,Uruguay,517,9,298,210,9,0,4
16976,4/18/2020,Uzbekistan,1490,5,194,1291,85,1,38
16977,4/18/2020,Vanuatu,0,0,0,0,0,0,0
16978,4/18/2020,Venezuela,227,9,113,105,23,0,2
16979,4/18/2020,Vietnam,268,0,201,67,0,0,3
16980,4/18/2020,West Bank and Gaza,313,2,69,242,6,0,0
16981,4/18/2020,Yemen,1,0,0,1,0,0,0
16982,4/18/2020,Zambia,57,2,33,22,5,0,3
16983,4/18/2020,Zimbabwe,25,3,2,20,1,0,0
16984,4/19/2020,Afghanistan,997,33,131,833,63,3,19
16985,4/19/2020,Albania,562,26,314,222,14,0,12
16986,4/19/2020,Algeria,2629,375,1047,1207,95,8,153
16987,4/19/2020,Andorra,713,36,235,442,9,1,30
16988,4/19/2020,Angola,24,2,6,16,0,0,0
16989,4/19/2020,Antigua and Barbuda,23,3,3,17,0,0,0
16990,4/19/2020,Argentina,2839,132,709,1998,81,3,24
16991,4/19/2020,Armenia,1291,20,545,726,43,0,22
16992,4/19/2020,Australia,6610,67,4124,2419,42,0,0
16993,4/19/2020,Austria,14749,452,10501,3796,78,9,287
16994,4/19/2020,Azerbaijan,1398,19,712,667,25,1,122
16995,4/19/2020,Bahamas,55,9,10,36,0,0,0
16996,4/19/2020,Bahrain,1881,7,759,1115,108,0,4
16997,4/19/2020,Bangladesh,2456,91,75,2290,312,7,9
16998,4/19/2020,Barbados,75,5,17,53,0,0,0
16999,4/19/2020,Belarus,5807,47,494,5266,510,2,152
17000,4/19/2020,Belgium,38496,5683,8757,24056,1313,230,409
17001,4/19/2020,Belize,18,2,2,14,0,0,2
17002,4/19/2020,Benin,35,1,18,16,0,0,0
17003,4/19/2020,Bhutan,5,0,2,3,0,0,0
17004,4/19/2020,Bolivia,520,32,31,457,27,1,0
17005,4/19/2020,Bosnia and Herzegovina,1285,48,347,890,17,1,9
17006,4/19/2020,Botswana,20,1,0,19,5,0,0
17007,4/19/2020,Brazil,38654,2462,22130,14062,1996,108,8104
17008,4/19/2020,Brunei,138,1,115,22,1,0,2
17009,4/19/2020,Bulgaria,894,42,161,691,16,1,8
17010,4/19/2020,Burkina Faso,576,36,338,202,11,0,17
17011,4/19/2020,Burma,111,5,7,99,13,0,2
17012,4/19/2020,Burundi,5,1,0,4,0,0,0
17013,4/19/2020,Cabo Verde,61,1,1,59,3,0,0
17014,4/19/2020,Cambodia,122,0,105,17,0,0,2
17015,4/19/2020,Cameroon,1017,42,305,670,0,20,128
17016,4/19/2020,Canada,38013,2144,0,35869,1668,158,0
17017,4/19/2020,Central African Republic,12,0,4,8,0,0,0
17018,4/19/2020,Chad,33,0,8,25,0,0,0
17019,4/19/2020,Chile,10956,133,4338,6485,358,7,303
17020,4/19/2020,China,83805,4636,76120,3049,18,0,76
17021,4/19/2020,Colombia,3792,179,711,2902,171,13,77
17022,4/19/2020,Comoros,0,0,0,0,0,0,0
17023,4/19/2020,Congo (Brazzaville),143,6,11,126,0,0,0
17024,4/19/2020,Congo (Kinshasa),327,25,26,276,20,0,0
17025,4/19/2020,Costa Rica,660,5,112,543,5,1,15
17026,4/19/2020,Cote d'Ivoire,847,9,260,578,46,1,21
17027,4/19/2020,Croatia,1871,47,709,1115,39,8,94
17028,4/19/2020,Cuba,1035,34,255,746,49,2,28
17029,4/19/2020,Cyprus,767,12,81,674,6,0,2
17030,4/19/2020,Czechia,6746,186,1298,5262,140,5,71
17031,4/19/2020,Denmark,7580,355,4328,2897,143,9,297
17032,4/19/2020,Djibouti,846,2,102,742,114,0,26
17033,4/19/2020,Dominica,16,0,8,8,0,0,0
17034,4/19/2020,Dominican Republic,4680,226,363,4091,345,9,51
17035,4/19/2020,Ecuador,9468,474,1061,7933,446,18,53
17036,4/19/2020,Egypt,3144,239,732,2173,112,15,31
17037,4/19/2020,El Salvador,201,7,44,150,11,0,1
17038,4/19/2020,Equatorial Guinea,79,0,4,75,0,0,0
17039,4/19/2020,Eritrea,39,0,3,36,0,0,0
17040,4/19/2020,Estonia,1528,40,164,1324,16,2,2
17041,4/19/2020,Eswatini,22,1,8,13,0,0,0
17042,4/19/2020,Ethiopia,108,3,16,89,3,0,0
17043,4/19/2020,Fiji,17,0,0,17,0,0,0
17044,4/19/2020,Finland,3783,94,1700,1989,102,4,0
17045,4/19/2020,France,151955,19694,36578,95683,1092,389,595
17046,4/19/2020,Gabon,109,1,7,101,1,0,0
17047,4/19/2020,Gambia,10,1,2,7,1,0,0
17048,4/19/2020,Georgia,394,4,93,297,6,0,7
17049,4/19/2020,Germany,145184,4586,88000,52598,1842,127,2600
17050,4/19/2020,Ghana,1042,9,99,934,208,0,0
17051,4/19/2020,Greece,2235,113,269,1853,0,3,0
17052,4/19/2020,Grenada,14,0,6,8,0,0,0
17053,4/19/2020,Guatemala,257,7,21,229,22,0,0
17054,4/19/2020,Guinea,579,5,87,487,61,2,22
17055,4/19/2020,Guinea-Bissau,50,0,3,47,4,0,3
17056,4/19/2020,Guyana,65,7,9,49,2,1,0
17057,4/19/2020,Haiti,44,3,0,41,1,0,0
17058,4/19/2020,Holy See,8,0,2,6,0,0,0
17059,4/19/2020,Honduras,472,46,15,411,15,0,5
17060,4/19/2020,Hungary,1916,189,250,1477,82,17,19
17061,4/19/2020,Iceland,1771,9,1291,471,11,0,0
17062,4/19/2020,India,17615,559,2854,14202,1893,38,391
17063,4/19/2020,Indonesia,6575,582,686,5307,327,47,55
17064,4/19/2020,Iran,82211,5118,57023,20070,1343,87,1036
17065,4/19/2020,Iraq,1539,82,1009,448,26,0,56
17066,4/19/2020,Ireland,15251,610,77,14564,493,39,0
17067,4/19/2020,Israel,13813,174,4228,9411,276,8,408
17068,4/19/2020,Italy,178972,23660,47055,108257,3047,433,2128
17069,4/19/2020,Jamaica,173,5,27,141,10,0,2
17070,4/19/2020,Japan,10914,255,1159,9500,366,19,90
17071,4/19/2020,Jordan,417,7,276,134,4,0,7
17072,4/19/2020,Kazakhstan,1676,19,400,1257,61,0,23
17073,4/19/2020,Kenya,270,14,67,189,8,2,7
17074,4/19/2020,Kiribati,0,0,0,0,0,0,0
17075,4/19/2020,"Korea, South",10661,234,8042,2385,8,2,105
17076,4/19/2020,Kosovo,510,12,93,405,30,0,9
17077,4/19/2020,Kuwait,1915,7,305,1603,164,1,25
17078,4/19/2020,Kyrgyzstan,554,5,133,416,48,0,3
17079,4/19/2020,Laos,19,0,2,17,0,0,0
17080,4/19/2020,Latvia,727,5,88,634,15,0,0
17081,4/19/2020,Lebanon,673,21,102,550,1,0,3
17082,4/19/2020,Lesotho,0,0,0,0,0,0,0
17083,4/19/2020,Liberia,91,8,7,76,15,1,0
17084,4/19/2020,Libya,51,1,11,39,2,0,0
17085,4/19/2020,Liechtenstein,81,1,78,2,2,0,1
17086,4/19/2020,Lithuania,1153,23,98,1032,62,1,32
17087,4/19/2020,Luxembourg,3550,73,627,2850,13,1,26
17088,4/19/2020,Madagascar,121,0,39,82,1,0,4
17089,4/19/2020,Malawi,17,2,3,12,0,0,0
17090,4/19/2020,Malaysia,5389,89,3197,2103,84,1,95
17091,4/19/2020,Maldives,52,0,16,36,17,0,0
17092,4/19/2020,Mali,224,14,42,168,8,1,1
17093,4/19/2020,Malta,427,3,118,306,1,0,19
17094,4/19/2020,Marshall Islands,0,0,0,0,0,0,0
17095,4/19/2020,Mauritania,7,1,6,0,0,0,4
17096,4/19/2020,Mauritius,328,9,208,111,3,0,28
17097,4/19/2020,Mexico,8261,686,2627,4948,764,36,502
17098,4/19/2020,Micronesia,0,0,0,0,0,0,0
17099,4/19/2020,Moldova,2472,67,457,1948,94,10,66
17100,4/19/2020,Monaco,94,3,22,69,0,0,0
17101,4/19/2020,Mongolia,32,0,7,25,1,0,2
17102,4/19/2020,Montenegro,308,5,55,248,1,0,0
17103,4/19/2020,Morocco,2855,141,327,2387,170,4,13
17104,4/19/2020,Mozambique,39,0,0,39,4,0,0
17105,4/19/2020,Namibia,16,0,6,10,0,0,0
17106,4/19/2020,Nepal,31,0,4,27,0,0,2
17107,4/19/2020,Netherlands,32838,3697,72,29069,1072,84,5
17108,4/19/2020,New Zealand,1431,12,912,507,9,1,45
17109,4/19/2020,Nicaragua,10,2,6,2,1,0,0
17110,4/19/2020,Niger,648,20,117,511,9,1,4
17111,4/19/2020,Nigeria,627,21,170,436,85,2,4
17112,4/19/2020,North Macedonia,1207,51,179,977,37,2,15
17113,4/19/2020,Norway,7078,165,32,6881,42,1,0
17114,4/19/2020,Oman,1266,7,233,1026,86,1,57
17115,4/19/2020,Pakistan,8418,176,1970,6272,70,8,102
17116,4/19/2020,Palau,0,0,0,0,0,0,0
17117,4/19/2020,Panama,4273,120,140,4013,63,4,18
17118,4/19/2020,Papua New Guinea,7,0,0,7,0,0,0
17119,4/19/2020,Paraguay,206,8,41,157,4,0,6
17120,4/19/2020,Peru,15628,1786,6811,7031,1208,158,127
17121,4/19/2020,Philippines,6259,409,572,5278,172,12,56
17122,4/19/2020,Poland,9287,360,1040,7887,545,13,59
17123,4/19/2020,Portugal,20206,714,610,18882,521,27,0
17124,4/19/2020,Qatar,5448,8,518,4922,440,0,8
17125,4/19/2020,Romania,8746,451,1892,6403,328,30,162
17126,4/19/2020,Russia,42853,361,3291,39201,6060,48,234
17127,4/19/2020,Rwanda,147,0,76,71,3,0,7
17128,4/19/2020,Saint Kitts and Nevis,14,0,0,14,0,0,0
17129,4/19/2020,Saint Lucia,15,0,11,4,0,0,0
17130,4/19/2020,Saint Vincent and the Grenadines,12,0,1,11,0,0,0
17131,4/19/2020,Samoa,0,0,0,0,0,0,0
17132,4/19/2020,San Marino,461,39,60,362,6,0,0
17133,4/19/2020,Sao Tome and Principe,4,0,0,4,0,0,0
17134,4/19/2020,Saudi Arabia,9362,97,1398,7867,1088,5,69
17135,4/19/2020,Senegal,367,3,220,144,17,0,9
17136,4/19/2020,Serbia,6318,122,753,5443,324,5,116
17137,4/19/2020,Seychelles,11,0,5,6,0,0,0
17138,4/19/2020,Sierra Leone,35,0,6,29,5,0,6
17139,4/19/2020,Singapore,6588,11,768,5809,596,0,28
17140,4/19/2020,Slovakia,1161,12,229,920,72,1,16
17141,4/19/2020,Slovenia,1330,74,192,1064,13,4,2
17142,4/19/2020,Solomon Islands,0,0,0,0,0,0,0
17143,4/19/2020,Somalia,164,7,3,154,29,0,1
17144,4/19/2020,South Africa,3158,54,903,2201,124,2,0
17145,4/19/2020,South Sudan,4,0,0,4,0,0,0
17146,4/19/2020,Spain,198674,20453,77357,100864,6948,410,2560
17147,4/19/2020,Sri Lanka,271,7,96,168,17,0,10
17148,4/19/2020,Sudan,66,10,6,50,0,0,0
17149,4/19/2020,Summer Olympics 2020,0,0,0,0,0,0,0
17150,4/19/2020,Suriname,10,1,6,3,0,0,0
17151,4/19/2020,Sweden,14663,1540,0,13123,388,29,0
17152,4/19/2020,Switzerland,27740,1393,17800,8547,336,25,700
17153,4/19/2020,Syria,39,3,0,36,1,1,0
17154,4/19/2020,Taiwan*,420,6,189,225,22,0,11
17155,4/19/2020,Tajikistan,0,0,0,0,0,0,0
17156,4/19/2020,Tanzania,170,7,11,152,23,2,0
17157,4/19/2020,Thailand,2765,47,1928,790,32,0,141
17158,4/19/2020,Timor-Leste,19,0,0,19,1,0,0
17159,4/19/2020,Togo,84,5,52,27,0,0,3
17160,4/19/2020,Trinidad and Tobago,114,8,21,85,0,0,0
17161,4/19/2020,Tunisia,879,38,43,798,15,1,0
17162,4/19/2020,Turkey,86306,2017,11976,72313,3977,127,1523
17163,4/19/2020,US,769687,42958,70337,656392,26062,1989,5497
17164,4/19/2020,Uganda,55,0,28,27,0,0,6
17165,4/19/2020,Ukraine,5449,141,347,4961,343,8,72
17166,4/19/2020,United Arab Emirates,6781,41,1286,5454,479,4,98
17167,4/19/2020,United Kingdom,126394,18514,436,107444,3860,433,22
17168,4/19/2020,Uruguay,528,10,298,220,11,1,0
17169,4/19/2020,Uzbekistan,1565,5,225,1335,75,0,31
17170,4/19/2020,Vanuatu,0,0,0,0,0,0,0
17171,4/19/2020,Venezuela,256,9,117,130,29,0,4
17172,4/19/2020,Vietnam,268,0,202,66,0,0,1
17173,4/19/2020,West Bank and Gaza,319,2,71,246,6,0,2
17174,4/19/2020,Yemen,1,0,0,1,0,0,0
17175,4/19/2020,Zambia,61,3,33,25,4,1,0
17176,4/19/2020,Zimbabwe,25,3,2,20,0,0,0
17177,4/20/2020,Afghanistan,1027,36,135,856,30,3,4
17178,4/20/2020,Albania,584,26,327,231,22,0,13
17179,4/20/2020,Algeria,2718,384,1099,1235,89,9,52
17180,4/20/2020,Andorra,717,37,248,432,4,1,13
17181,4/20/2020,Angola,24,2,6,16,0,0,0
17182,4/20/2020,Antigua and Barbuda,23,3,3,17,0,0,0
17183,4/20/2020,Argentina,2941,136,737,2068,102,4,28
17184,4/20/2020,Armenia,1339,22,580,737,48,2,35
17185,4/20/2020,Australia,6623,67,4291,2265,13,0,167
17186,4/20/2020,Austria,14795,470,10631,3694,46,18,130
17187,4/20/2020,Azerbaijan,1436,19,791,626,38,0,79
17188,4/20/2020,Bahamas,60,9,11,40,5,0,1
17189,4/20/2020,Bahrain,1907,7,769,1131,26,0,10
17190,4/20/2020,Bangladesh,2948,101,85,2762,492,10,10
17191,4/20/2020,Barbados,75,5,19,51,0,0,2
17192,4/20/2020,Belarus,6264,51,514,5699,457,4,20
